chr	start	end	strand	gene_id	dist_to_v48_tss	dist_to_v68_tss	dist_to_v48_tts	dist_to_v68_tts	v48_tss	v48_tts	v68_tss	v68_tts	pred_tss	pred_tts
Pf3D7_06_v3	425623.0	432159.0	+	PF3D7_0609900	182.0	6236.0	301.0	-173.0	425805	431858	431859.0	432332.0	425623	432159
Pf3D7_06_v3	432759.0	434579.0	+	PF3D7_0610000	249.0	1420.0	401.0	309.0	433008	434178	434179.0	434270.0	432759	434579
Pf3D7_06_v3	434506.0	436862.0	-	PF3D7_0610100	-397.0	-178.0	2055.0	396.0	436465	434807	436684.0	436466.0	436862	434506
Pf3D7_06_v3	437262.0	440705.0	-	PF3D7_0610200	-160.0	176.0	3042.0	159.0	440545	437663	440881.0	440546.0	440705	437262
Pf3D7_06_v3	442405.0	443346.0	-	PF3D7_0610300	-127.0	-127.0	540.0	540.0	443219	442806	443219.0	442806.0	443346	442405
Pf3D7_06_v3	444520.0	445558.0	+	PF3D7_0610400	227.0	638.0	401.0	-26.0	444747	445157	445158.0	445584.0	444520	445558
Pf3D7_06_v3	445460.0	446690.0	-	PF3D7_0610500	-327.0	85.0	929.0	326.0	446363	445761	446775.0	446364.0	446690	445460
Pf3D7_06_v3	448964.0	451662.0	+	PF3D7_0610600	327.0	2498.0	201.0	-437.0	449291	451461	451462.0	452099.0	448964	451662
Pf3D7_06_v3	452462.0	453670.0	+	PF3D7_0610700	205.0	14.0	224.0	1004.0	452667	453446	452476.0	452666.0	452462	453670
Pf3D7_06_v3	453647.0	455990.0	+	PF3D7_0610800	24.0	2043.0	301.0	-432.0	453671	455689	455690.0	456422.0	453647	455990
Pf3D7_06_v3	456346.0	461063.0	-	PF3D7_0610900	-474.0	-177.0	4316.0	473.0	460589	456747	460886.0	460590.0	461063	456346
Pf3D7_06_v3	463263.0	464997.0	-	PF3D7_0611000	-321.0	130.0	1433.0	320.0	464676	463564	465127.0	464677.0	464997	463263
Pf3D7_06_v3	465897.0	466780.0	-	PF3D7_0611100	-331.0	-243.0	582.0	330.0	466449	466198	466537.0	466450.0	466780	465897
Pf3D7_06_v3	467350.0	469043.0	+	PF3D7_0611200	131.0	1293.0	401.0	-114.0	467481	468642	468643.0	469157.0	467350	469043
Pf3D7_06_v3	469643.0	471525.0	+	PF3D7_0611300	406.0	1582.0	301.0	4.0	470049	471224	471225.0	471521.0	469643	471525
Pf3D7_06_v3	471457.0	474524.0	-	PF3D7_0611400	-374.0	113.0	2866.0	373.0	474150	471658	474637.0	474151.0	474524	471457
Pf3D7_06_v3	482824.0	483913.0	-	PF3D7_0611500	-6.0	-6.0	1088.0	1088.0	483907	482825	483907.0	482825.0	483913	482824
Pf3D7_06_v3	484813.0	487067.0	-	PF3D7_0611600	-1.0	407.0	1953.0	0	487066	485114	487474.0	487067.0	487067	484813
Pf3D7_06_v3	488378.0	489357.0	-	PF3D7_0611700	-70.0	147.0	778.0	69.0	489287	488579	489504.0	489288.0	489357	488378
Pf3D7_06_v3	490757.0	501279.0	-	PF3D7_0611800	-139.0	688.0	10421.0	138.0	501140	490858	501967.0	501141.0	501279	490757
Pf3D7_06_v3	505941.0	507599.0	+	PF3D7_0611900	439.0	1258.0	401.0	6.0	506380	507198	507199.0	507593.0	505941	507599
Pf3D7_06_v3	507677.0	508287.0	-	PF3D7_0612000	-1.0	125.0	609.0	0	508286	507678	508412.0	508287.0	508287	507677
Pf3D7_06_v3	508859.0	511571.0	-	PF3D7_0612100	-441.0	348.0	2411.0	440.0	511130	509160	511919.0	511131.0	511571	508859
Pf3D7_06_v3	512771.0	519950.0	-	PF3D7_0612200	-402.0	-336.0	6978.0	401.0	519548	512972	519614.0	519549.0	519950	512771
Pf3D7_06_v3	520349.0	521227.0	+	PF3D7_0612300	402.0	759.0	120.0	89.0	520751	521107	521108.0	521138.0	520349	521227
Pf3D7_06_v3	520749.0	522239.0	+	PF3D7_0612400	479.0	1190.0	301.0	62.0	521228	521938	521939.0	522177.0	520749	522239
Pf3D7_06_v3	522099.0	522756.0	-	PF3D7_0612500	-91.0	-91.0	456.0	456.0	522665	522300	522665.0	522300.0	522756	522099
Pf3D7_06_v3	523456.0	525186.0	-	PF3D7_0612600	-81.0	544.0	1529.0	80.0	525105	523657	525730.0	525106.0	525186	523456
Pf3D7_06_v3	525686.0	527159.0	-	PF3D7_0612700	-129.0	691.0	1172.0	128.0	527030	525987	527850.0	527031.0	527159	525686
Pf3D7_06_v3	527659.0	529425.0	-	PF3D7_0612800	-250.0	13.0	1365.0	249.0	529175	528060	529438.0	529176.0	529425	527659
Pf3D7_06_v3	530776.0	533587.0	+	PF3D7_0612900	350.0	2411.0	401.0	-59.0	531126	533186	533187.0	533646.0	530776	533587
Pf3D7_06_v3	533506.0	535477.0	-	PF3D7_0613000	-113.0	421.0	1570.0	112.0	535364	533907	535898.0	535365.0	535477	533506
Pf3D7_06_v3	537465.0	538986.0	+	PF3D7_0613100	313.0	1121.0	401.0	-59.0	537778	538585	538586.0	539045.0	537465	538986
Pf3D7_06_v3	539086.0	540076.0	+	PF3D7_0613200	218.0	589.0	402.0	122.0	539304	539674	539675.0	539954.0	539086	540076
Pf3D7_06_v3	540076.0	545263.0	-	PF3D7_0613300	-465.0	189.0	5186.0	464.0	544798	540077	545452.0	544799.0	545263	540076
Pf3D7_06_v3	546963.0	547942.0	+	PF3D7_0613400	1.0	779.0	201.0	-220.0	546964	547741	547742.0	548162.0	546963	547942
Pf3D7_06_v3	547979.0	552556.0	-	PF3D7_0613500	-185.0	-12.0	4276.0	184.0	552371	548280	552544.0	552372.0	552556	547979
Pf3D7_06_v3	554172.0	558629.0	+	PF3D7_0613600	285.0	4057.0	401.0	-513.0	554457	558228	558229.0	559142.0	554172	558629
Pf3D7_06_v3	558948.0	561461.0	-	PF3D7_0613700	-1.0	1280.0	2112.0	0	561460	559349	562741.0	561461.0	561461	558948
Pf3D7_06_v3	566138.0	579394.0	+	PF3D7_0613800	1.0	12856.0	401.0	163.0	566139	578993	578994.0	579231.0	566138	579394
Pf3D7_06_v3	578994.0	586018.0	-	PF3D7_0613900	-122.0	571.0	6583.0	121.0	585896	579435	586589.0	585897.0	586018	578994
Pf3D7_06_v3	586618.0	589056.0	-	PF3D7_0614000	-421.0	19.0	2037.0	420.0	588635	587019	589075.0	588636.0	589056	586618
Pf3D7_06_v3	589256.0	592671.0	-	PF3D7_0614100	-407.0	307.0	3214.0	406.0	592264	589457	592978.0	592265.0	592671	589256
Pf3D7_06_v3	592771.0	595983.0	-	PF3D7_0614200	-79.0	1.0	2811.0	78.0	595904	593172	595984.0	595905.0	595983	592771
Pf3D7_06_v3	597383.0	600772.0	-	PF3D7_0614300	-255.0	2094.0	3288.0	254.0	600517	597484	602866.0	600518.0	600772	597383
Pf3D7_06_v3	604418.0	605341.0	+	PF3D7_0614400	155.0	923.0	1.0	-522.0	604573	605340	605341.0	605863.0	604418	605341
Pf3D7_06_v3	605741.0	607457.0	-	PF3D7_0614500	-198.0	1124.0	1315.0	197.0	607259	606142	608581.0	607260.0	607457	605741
Pf3D7_06_v3	609057.0	611103.0	-	PF3D7_0614600	-1.0	348.0	1845.0	0	611102	609258	611451.0	611103.0	611103	609057
Pf3D7_06_v3	612203.0	614799.0	+	PF3D7_0614700	268.0	2196.0	401.0	308.0	612471	614398	614399.0	614491.0	612203	614799
Pf3D7_06_v3	614896.0	616961.0	-	PF3D7_0614800	-351.0	82.0	1664.0	350.0	616610	615297	617043.0	616611.0	616961	614896
Pf3D7_06_v3	617611.0	621937.0	+	PF3D7_0614900	151.0	3926.0	401.0	-150.0	617762	621536	621537.0	622087.0	617611	621937
Pf3D7_06_v3	622137.0	622913.0	+	PF3D7_0615000	135.0	576.0	201.0	-101.0	622272	622712	622713.0	623014.0	622137	622913
Pf3D7_06_v3	622822.0	624464.0	-	PF3D7_0615100	-143.0	26.0	1441.0	142.0	624321	623023	624490.0	624322.0	624464	622822
Pf3D7_06_v3	625364.0	627613.0	+	PF3D7_0615200	1.0	-244.0	1.0	2249.0	625365	627612	625120.0	625364.0	625364	627613
Pf3D7_06_v3	627692.0	630355.0	-	PF3D7_0615300	-38.0	-10.0	2662.0	37.0	630317	627693	630345.0	630318.0	630355	627692
Pf3D7_06_v3	630855.0	640351.0	-	PF3D7_0615400	-177.0	1989.0	9395.0	176.0	640174	630956	642340.0	640175.0	640351	630855
Pf3D7_06_v3	643875.0	646470.0	+	PF3D7_0615500	177.0	2295.0	301.0	229.0	644052	646169	646170.0	646241.0	643875	646470
Pf3D7_06_v3	646436.0	655875.0	-	PF3D7_0615600	-279.0	-27.0	9238.0	278.0	655596	646637	655848.0	655597.0	655875	646436
Pf3D7_06_v3	656097.0	657938.0	+	PF3D7_0615700	279.0	1540.0	302.0	9.0	656376	657636	657637.0	657929.0	656097	657938
Pf3D7_06_v3	657838.0	662034.0	-	PF3D7_0615800	-245.0	236.0	4095.0	244.0	661789	657939	662270.0	661790.0	662034	657838
Pf3D7_06_v3	662134.0	668259.0	-	PF3D7_0615900	-404.0	767.0	5824.0	403.0	667855	662435	669026.0	667856.0	668259	662134
Pf3D7_06_v3	669556.0	671633.0	+	PF3D7_0616000	304.0	2077.0	1.0	-195.0	669860	671632	671633.0	671828.0	669556	671633
Pf3D7_06_v3	671933.0	673155.0	+	PF3D7_0616100	186.0	822.0	401.0	190.0	672119	672754	672755.0	672965.0	671933	673155
Pf3D7_06_v3	673855.0	676776.0	+	PF3D7_0616200	263.0	2521.0	401.0	129.0	674118	676375	676376.0	676647.0	673855	676776
Pf3D7_06_v3	676887.0	677886.0	-	PF3D7_0616300	-315.0	-5.0	998.0	314.0	677571	676888	677881.0	677572.0	677886	676887
Pf3D7_06_v3	678172.0	683430.0	+	PF3D7_0616400	215.0	5258.0	1.0	-680.0	678387	683429	683430.0	684110.0	678172	683430
Pf3D7_06_v3	684730.0	689253.0	+	PF3D7_0616500	12.0	12.0	396.0	396.0	684742	688857	684742.0	688857.0	684730	689253
Pf3D7_06_v3	688858.0	691268.0	-	PF3D7_0616600	-137.0	-126.0	2014.0	136.0	691131	689254	691142.0	691132.0	691268	688858
Pf3D7_06_v3	691368.0	693528.0	-	PF3D7_0616700	-209.0	1282.0	1759.0	208.0	693319	691769	694810.0	693320.0	693528	691368
Pf3D7_06_v3	695520.0	697895.0	+	PF3D7_0616800	409.0	1975.0	401.0	-350.0	695929	697494	697495.0	698245.0	695520	697895
Pf3D7_06_v3	699251.0	703618.0	+	PF3D7_0616900	1.0	3967.0	401.0	-602.0	699252	703217	703218.0	704220.0	699251	703618
Pf3D7_06_v3	703634.0	705258.0	-	PF3D7_0617000	-90.0	186.0	1223.0	89.0	705168	704035	705444.0	705169.0	705258	703634
Pf3D7_06_v3	710058.0	714577.0	+	PF3D7_0617100	1.0	4519.0	1.0	-92.0	710059	714576	714577.0	714669.0	710058	714577
Pf3D7_06_v3	717049.0	719218.0	+	PF3D7_0617200	1.0	1869.0	301.0	-964.0	717050	718917	718918.0	720182.0	717049	719218
Pf3D7_06_v3	720318.0	721613.0	+	PF3D7_0617300	217.0	995.0	301.0	-108.0	720535	721312	721313.0	721721.0	720318	721613
Pf3D7_06_v3	722716.0	731767.0	-	PF3D7_0617400	-277.0	-268.0	8650.0	276.0	731490	723117	731499.0	731491.0	731767	722716
Pf3D7_06_v3	735367.0	736728.0	+	PF3D7_0617500	1.0	481.0	401.0	401.0	735368	736327	735848.0	736327.0	735367	736728
Pf3D7_06_v3	737858.0	739468.0	-	PF3D7_0617600	-203.0	67.0	1209.0	202.0	739265	738259	739535.0	739266.0	739468	737858
Pf3D7_06_v3	741068.0	742615.0	-	PF3D7_0617700	-209.0	-209.0	1346.0	283.0	742406	741269	742406.0	742332.0	742615	741068
Pf3D7_06_v3	748015.0	748994.0	-	PF3D7_0617800	-180.0	291.0	578.0	179.0	748814	748416	749285.0	748815.0	748994	748015
Pf3D7_06_v3	754115.0	755206.0	+	PF3D7_0617900	280.0	1149.0	401.0	-1223.0	754395	754805	755264.0	756429.0	754115	755206
Pf3D7_06_v3	758306.0	761397.0	+	PF3D7_0618000	303.0	2691.0	401.0	-257.0	758609	760996	760997.0	761654.0	758306	761397
Pf3D7_06_v3	761697.0	764371.0	+	PF3D7_0618100	242.0	2474.0	201.0	-177.0	761939	764170	764171.0	764548.0	761697	764371
Pf3D7_06_v3	764366.0	765891.0	-	PF3D7_0618200	-399.0	89.0	1224.0	398.0	765492	764667	765980.0	765493.0	765891	764366
Pf3D7_06_v3	768393.0	769857.0	+	PF3D7_0618300	399.0	1064.0	401.0	-87.0	768792	769456	769457.0	769944.0	768393	769857
Pf3D7_06_v3	769746.0	772628.0	-	PF3D7_0618400	-122.0	-122.0	2481.0	1390.0	772506	770147	772506.0	771238.0	772628	769746
Pf3D7_06_v3	774528.0	775871.0	+	PF3D7_0618500	1.0	943.0	401.0	-180.0	774529	775470	775471.0	776051.0	774528	775871
Pf3D7_06_v3	775779.0	778191.0	-	PF3D7_0618600	-356.0	-356.0	2211.0	603.0	777835	775980	777835.0	777588.0	778191	775779
Pf3D7_06_v3	778336.0	779737.0	+	PF3D7_0618700	356.0	1301.0	101.0	-251.0	778692	779636	779637.0	779988.0	778336	779737
Pf3D7_06_v3	779648.0	783753.0	-	PF3D7_0618800	-457.0	-192.0	3904.0	456.0	783296	779849	783561.0	783297.0	783753	779648
Pf3D7_06_v3	784353.0	788028.0	+	PF3D7_0618900	1.0	3675.0	1.0	-560.0	784354	788027	788028.0	788588.0	784353	788028
Pf3D7_06_v3	788406.0	796026.0	-	PF3D7_0619000	-1.0	49.0	7319.0	0	796025	788707	796075.0	796026.0	796026	788406
Pf3D7_06_v3	796726.0	798719.0	+	PF3D7_0619100	485.0	1793.0	201.0	-185.0	797211	798518	798519.0	798904.0	796726	798719
Pf3D7_06_v3	799119.0	803090.0	+	PF3D7_0619200	278.0	3671.0	301.0	-115.0	799397	802789	802790.0	803205.0	799119	803090
Pf3D7_06_v3	803073.0	814553.0	-	PF3D7_0619300	-1.0	12.0	11179.0	0	814552	803374	814565.0	814553.0	814553	803073
Pf3D7_06_v3	815321.0	818568.0	-	PF3D7_0619400	-321.0	233.0	2946.0	320.0	818247	815622	818801.0	818248.0	818568	815321
Pf3D7_06_v3	819768.0	824356.0	-	PF3D7_0619500	-109.0	-31.0	4287.0	108.0	824247	820069	824325.0	824248.0	824356	819768
Pf3D7_06_v3	824848.0	827873.0	+	PF3D7_0619600	309.0	2925.0	101.0	-225.0	825157	827772	827773.0	828098.0	824848	827873
Pf3D7_06_v3	828198.0	830685.0	-	PF3D7_0619700	-296.0	-2487.0	2486.0	2563.0	830389	828199	828198.0	828122.0	830685	828198
Pf3D7_06_v3	831285.0	839522.0	-	PF3D7_0619800	-489.0	268.0	8236.0	488.0	839033	831286	839790.0	839034.0	839522	831285
Pf3D7_06_v3	840134.0	841625.0	+	PF3D7_0619900	389.0	1091.0	401.0	-47.0	840523	841224	841225.0	841672.0	840134	841625
Pf3D7_06_v3	841545.0	843559.0	-	PF3D7_0620000	-196.0	-196.0	1713.0	1713.0	843363	841846	843363.0	841846.0	843559	841545
Pf3D7_06_v3	845464.0	846358.0	+	PF3D7_0620100	196.0	694.0	201.0	-94.0	845660	846157	846158.0	846452.0	845464	846358
Pf3D7_06_v3	846522.0	847495.0	-	PF3D7_0620200	-1.0	518.0	972.0	0	847494	846523	848013.0	847495.0	847495	846522
Pf3D7_06_v3	848304.0	850865.0	-	PF3D7_0620300	-1.0	-2461.0	2460.0	2830.0	850864	848405	848404.0	848035.0	850865	848304
Pf3D7_06_v3	851177.0	853159.0	-	PF3D7_0620400	-204.0	41.0	1781.0	203.0	852955	851378	853200.0	852956.0	853159	851177
Pf3D7_06_v3	855159.0	857513.0	+	PF3D7_0620500	1.0	1954.0	401.0	189.0	855160	857112	857113.0	857324.0	855159	857513
Pf3D7_06_v3	857713.0	858611.0	+	PF3D7_0620600	13.0	898.0	1.0	-355.0	857726	858610	858611.0	858966.0	857713	858611
Pf3D7_06_v3	858611.0	860316.0	-	PF3D7_0620700	-202.0	405.0	1290.0	201.0	860114	859026	860721.0	860115.0	860316	858611
Pf3D7_06_v3	860615.0	861489.0	+	PF3D7_0620800	402.0	402.0	401.0	401.0	861017	861088	861017.0	861088.0	860615	861489
Pf3D7_06_v3	861284.0	862181.0	-	PF3D7_0620900	-416.0	-416.0	496.0	496.0	861765	861685	861765.0	861685.0	862181	861284
Pf3D7_06_v3	862566.0	865717.0	+	PF3D7_0621000	316.0	2851.0	301.0	195.0	862882	865416	865417.0	865522.0	862566	865717
Pf3D7_06_v3	865444.0	870296.0	-	PF3D7_0621100	-387.0	211.0	4451.0	386.0	869909	865845	870507.0	869910.0	870296	865444
Pf3D7_06_v3	870896.0	872208.0	-	PF3D7_0621200	-6.0	851.0	911.0	5.0	872202	871297	873059.0	872203.0	872208	870896
Pf3D7_06_v3	873503.0	876678.0	+	PF3D7_0621300	306.0	2688.0	488.0	-992.0	873809	876190	876191.0	877670.0	873503	876678
Pf3D7_06_v3	876578.0	877689.0	-	PF3D7_0621350	-391.0	-391.0	1010.0	566.0	877298	876679	877298.0	877123.0	877689	876578
Pf3D7_06_v3	878599.0	881185.0	+	PF3D7_0621400	191.0	2186.0	401.0	333.0	878790	880784	880785.0	880852.0	878599	881185
Pf3D7_06_v3	881962.0	883395.0	+	PF3D7_0621500	1.0	1033.0	401.0	250.0	881963	882994	882995.0	883145.0	881962	883395
Pf3D7_06_v3	883162.0	883462.0	-	PF3D7_0621600	182.0	182.0	-101.0	-101.0	883644	883563	883644.0	883563.0	883462	883162
Pf3D7_06_v3	884245.0	890015.0	+	PF3D7_0621700	183.0	5370.0	401.0	-252.0	884428	889614	889615.0	890267.0	884245	890015
Pf3D7_06_v3	891615.0	893078.0	+	PF3D7_0621800	382.0	1163.0	301.0	196.0	891997	892777	892778.0	892882.0	891615	893078
Pf3D7_06_v3	893049.0	896188.0	-	PF3D7_0621900	-408.0	20.0	2738.0	407.0	895780	893450	896208.0	895781.0	896188	893049
Pf3D7_06_v3	896681.0	897969.0	+	PF3D7_0622000	308.0	1288.0	1.0	-14.0	896989	897968	897969.0	897983.0	896681	897969
Pf3D7_06_v3	898040.0	902439.0	-	PF3D7_0622100	-76.0	296.0	4098.0	75.0	902363	898341	902735.0	902364.0	902439	898040
Pf3D7_06_v3	903639.0	906516.0	-	PF3D7_0622200	-194.0	-88.0	2776.0	193.0	906322	903740	906428.0	906323.0	906516	903639
Pf3D7_06_v3	907623.0	911097.0	+	PF3D7_0622300	394.0	3474.0	1.0	-142.0	908017	911096	911097.0	911239.0	907623	911097
Pf3D7_06_v3	911397.0	912290.0	+	PF3D7_0622400	106.0	493.0	401.0	113.0	911503	911889	911890.0	912177.0	911397	912290
Pf3D7_06_v3	912205.0	914142.0	-	PF3D7_0622500	-432.0	0	1736.0	431.0	913710	912406	914142.0	913711.0	914142	912205
Pf3D7_06_v3	914511.0	915830.0	+	PF3D7_0622600	232.0	919.0	401.0	380.0	914743	915429	915430.0	915450.0	914511	915830
Pf3D7_06_v3	915699.0	917300.0	-	PF3D7_0622700	-1.0	675.0	1300.0	0	917299	916000	917975.0	917300.0	917300	915699
Pf3D7_06_v3	919400.0	924429.0	+	PF3D7_0622800	285.0	4629.0	401.0	-220.0	919685	924028	924029.0	924649.0	919400	924429
Pf3D7_06_v3	924904.0	931367.0	-	PF3D7_0622900	-293.0	1592.0	6262.0	292.0	931074	925105	932959.0	931075.0	931367	924904
Pf3D7_06_v3	936667.0	938759.0	-	PF3D7_0623000	-108.0	-24.0	1691.0	107.0	938651	937068	938735.0	938652.0	938759	936667
Pf3D7_06_v3	939459.0	944128.0	-	PF3D7_0623100	-408.0	582.0	4468.0	407.0	943720	939660	944710.0	943721.0	944128	939459
Pf3D7_06_v3	945721.0	947492.0	+	PF3D7_0623200	408.0	1524.0	248.0	-137.0	946129	947244	947245.0	947629.0	945721	947492
Pf3D7_06_v3	947492.0	948922.0	-	PF3D7_0623300	-278.0	340.0	1429.0	277.0	948644	947493	949262.0	948645.0	948922	947492
Pf3D7_06_v3	949822.0	951507.0	-	PF3D7_0623400	-1.0	-1.0	1284.0	1284.0	951506	950223	951506.0	950223.0	951507	949822
Pf3D7_06_v3	952805.0	954964.0	-	PF3D7_0623500	-116.0	75.0	2058.0	115.0	954848	952906	955039.0	954849.0	954964	952805
Pf3D7_06_v3	956549.0	958957.0	+	PF3D7_0623600	216.0	2208.0	201.0	89.0	956765	958756	958757.0	958868.0	956549	958957
Pf3D7_06_v3	958831.0	962546.0	-	PF3D7_0623700	-1.0	61.0	3414.0	0	962545	959132	962607.0	962546.0	962546	958831
Pf3D7_06_v3	963340.0	970982.0	-	PF3D7_0623800	-27.0	3565.0	7241.0	26.0	970955	963741	974547.0	970956.0	970982	963340
Pf3D7_06_v3	976856.0	978350.0	+	PF3D7_0623900	327.0	1194.0	301.0	-175.0	977183	978049	978050.0	978525.0	976856	978350
Pf3D7_06_v3	980950.0	982948.0	+	PF3D7_0624000	116.0	1598.0	401.0	-310.0	981066	982547	982548.0	983258.0	980950	982948
Pf3D7_06_v3	983548.0	985046.0	+	PF3D7_0624100	398.0	1442.0	57.0	-516.0	983946	984989	984990.0	985562.0	983548	985046
Pf3D7_06_v3	984990.0	987007.0	-	PF3D7_0624200	-137.0	-9.0	1960.0	136.0	986870	985047	986998.0	986871.0	987007	984990
Pf3D7_06_v3	987471.0	989937.0	+	PF3D7_0624300	337.0	2121.0	301.0	301.0	987808	989636	989592.0	989636.0	987471	989937
Pf3D7_06_v3	989974.0	992283.0	-	PF3D7_0624400	-85.0	-30.0	1908.0	84.0	992198	990375	992253.0	992199.0	992283	989974
Pf3D7_06_v3	993999.0	994954.0	+	PF3D7_0624500	285.0	555.0	401.0	-1476.0	994284	994553	994554.0	996430.0	993999	994954
Pf3D7_06_v3	999254.0	1007984.0	+	PF3D7_0624600	270.0	8430.0	301.0	-1473.0	999524	1007683	1007684.0	1009457.0	999254	1007984
Pf3D7_06_v3	1009456.0	1011128.0	-	PF3D7_0624700	-410.0	-332.0	1671.0	409.0	1010718	1009457	1010796.0	1010719.0	1011128	1009456
Pf3D7_06_v3	1011228.0	1014967.0	-	PF3D7_0624800	-398.0	-398.0	3538.0	455.0	1014569	1011429	1014569.0	1014512.0	1014967	1011228
Pf3D7_06_v3	1015867.0	1018445.0	+	PF3D7_0624900	1.0	2578.0	1.0	-460.0	1015868	1018444	1018445.0	1018905.0	1015867	1018445
Pf3D7_06_v3	1019745.0	1022276.0	+	PF3D7_0625000	279.0	2131.0	401.0	-176.0	1020024	1021875	1021876.0	1022452.0	1019745	1022276
Pf3D7_06_v3	1022976.0	1024515.0	+	PF3D7_0625100	39.0	39.0	301.0	301.0	1023015	1024214	1023015.0	1024214.0	1022976	1024515
Pf3D7_06_v3	1024815.0	1026637.0	+	PF3D7_0625200	364.0	1522.0	301.0	-103.0	1025179	1026336	1026337.0	1026740.0	1024815	1026637
Pf3D7_06_v3	1026422.0	1031235.0	-	PF3D7_0625300	-78.0	176.0	4412.0	77.0	1031157	1026823	1031411.0	1031158.0	1031235	1026422
Pf3D7_06_v3	1032135.0	1033857.0	-	PF3D7_0625400	-83.0	614.0	1321.0	82.0	1033774	1032536	1034471.0	1033775.0	1033857	1032135
Pf3D7_06_v3	1034975.0	1036772.0	+	PF3D7_0625500	383.0	1397.0	401.0	-780.0	1035358	1036371	1036372.0	1037552.0	1034975	1036772
Pf3D7_06_v3	1039654.0	1041851.0	+	PF3D7_0625600	1.0	1897.0	301.0	-153.0	1039655	1041550	1041551.0	1042004.0	1039654	1041851
Pf3D7_06_v3	1042351.0	1043245.0	-	PF3D7_0625700	-297.0	150.0	593.0	296.0	1042948	1042652	1043395.0	1042949.0	1043245	1042351
Pf3D7_06_v3	1043349.0	1045475.0	+	PF3D7_0625800	197.0	2126.0	1.0	-478.0	1043546	1045474	1045475.0	1045953.0	1043349	1045475
Pf3D7_06_v3	1046985.0	1048453.0	+	PF3D7_0625900	1.0	1000.0	401.0	401.0	1046986	1048052	1047985.0	1048052.0	1046985	1048453
Pf3D7_06_v3	1048309.0	1054251.0	-	PF3D7_0626000	-286.0	956.0	5541.0	285.0	1053965	1048710	1055207.0	1053966.0	1054251	1048309
Pf3D7_06_v3	1055766.0	1058530.0	+	PF3D7_0626100	286.0	2764.0	1.0	-282.0	1056052	1058529	1058530.0	1058812.0	1055766	1058530
Pf3D7_06_v3	1058530.0	1060214.0	-	PF3D7_0626200	-292.0	-34.0	1548.0	291.0	1059922	1058666	1060180.0	1059923.0	1060214	1058530
Pf3D7_06_v3	1060714.0	1062892.0	-	PF3D7_0626300	-1.0	-1.0	1777.0	54.0	1062891	1061115	1062891.0	1062838.0	1062892	1060714
Pf3D7_06_v3	1065146.0	1068627.0	+	PF3D7_0626400	1.0	3481.0	1.0	-13.0	1065147	1068626	1068627.0	1068640.0	1065146	1068627
Pf3D7_06_v3	1069627.0	1073206.0	+	PF3D7_0626500	335.0	335.0	401.0	401.0	1069962	1072805	1069962.0	1072805.0	1069627	1073206
Pf3D7_06_v3	1073057.0	1074117.0	-	PF3D7_0626600	-222.0	319.0	659.0	221.0	1073895	1073458	1074436.0	1073896.0	1074117	1073057
Pf3D7_06_v3	1074796.0	1076537.0	+	PF3D7_0626700	222.0	1341.0	401.0	-334.0	1075018	1076136	1076137.0	1076871.0	1074796	1076537
Pf3D7_06_v3	1078637.0	1081621.0	+	PF3D7_0626800	358.0	2684.0	301.0	-452.0	1078995	1081320	1081321.0	1082073.0	1078637	1081621
Pf3D7_06_v3	1082821.0	1084507.0	+	PF3D7_0626900	89.0	1208.0	479.0	118.0	1082910	1084028	1084029.0	1084389.0	1082821	1084507
Pf3D7_06_v3	1084207.0	1085189.0	-	PF3D7_0627000	-349.0	2420.0	681.0	348.0	1084840	1084508	1087609.0	1084841.0	1085189	1084207
Pf3D7_06_v3	1089189.0	1094729.0	+	PF3D7_0627100	1.0	5140.0	401.0	340.0	1089190	1094328	1094329.0	1094389.0	1089189	1094729
Pf3D7_06_v3	1095064.0	1096374.0	-	PF3D7_0627200	-1.0	-1310.0	1309.0	1637.0	1096373	1095065	1095064.0	1094737.0	1096374	1095064
Pf3D7_06_v3	1096899.0	1098876.0	-	PF3D7_0627300	-227.0	-180.0	1576.0	226.0	1098649	1097300	1098696.0	1098650.0	1098876	1096899
Pf3D7_06_v3	1099876.0	1101133.0	-	PF3D7_0627400	-275.0	-138.0	856.0	274.0	1100858	1100277	1100995.0	1100859.0	1101133	1099876
Pf3D7_06_v3	1101333.0	1103014.0	-	PF3D7_0627500	-162.0	226.0	1280.0	161.0	1102852	1101734	1103240.0	1102853.0	1103014	1101333
Pf3D7_06_v3	1103953.0	1105500.0	+	PF3D7_0627600	62.0	1247.0	301.0	-325.0	1104015	1105199	1105200.0	1105825.0	1103953	1105500
Pf3D7_06_v3	1107900.0	1112041.0	+	PF3D7_0627700	297.0	3741.0	401.0	-1375.0	1108197	1111640	1111641.0	1113416.0	1107900	1112041
Pf3D7_06_v3	1114243.0	1117886.0	-	PF3D7_0627800	-349.0	-263.0	3342.0	348.0	1117537	1114544	1117623.0	1117538.0	1117886	1114243
Pf3D7_06_v3	1119238.0	1121259.0	+	PF3D7_0627900	349.0	1621.0	401.0	66.0	1119587	1120858	1120859.0	1121193.0	1119238	1121259
Pf3D7_06_v3	1121659.0	1122412.0	+	PF3D7_0628000	31.0	553.0	201.0	-111.0	1121690	1122211	1122212.0	1122523.0	1121659	1122412
Pf3D7_06_v3	1122400.0	1153665.0	-	PF3D7_0628100	-1.0	816.0	30864.0	0	1153664	1122801	1154481.0	1153665.0	1153665	1122400
