chr	tss_pos	tts_pos	strand	gene_id	dist_to_v48_tss	dist_to_v68_tss	dist_to_v48_tts	dist_to_v68_tts
Pf3D7_04_v3	473941	470327	-	PF3D7_0410300	345		201	
Pf3D7_04_v3	473941	470327	-	PF3D7_0410300	345		201	
Pf3D7_04_v3	473941	470327	-	PF3D7_0410300	345		201	
Pf3D7_04_v3	473941	470327	-	PF3D7_0410300	345		201	
Pf3D7_04_v3	474197	475759	+	PF3D7_0410400	345		201	
Pf3D7_04_v3	474197	475759	+	PF3D7_0410400	345		201	
Pf3D7_04_v3	474197	475759	+	PF3D7_0410400	345		201	
Pf3D7_04_v3	474197	475759	+	PF3D7_0410400	345		201	
Pf3D7_04_v3	476586	475643	-	PF3D7_0410500	1		301	
Pf3D7_04_v3	476586	475643	-	PF3D7_0410500	1		301	
Pf3D7_04_v3	476586	475643	-	PF3D7_0410500	1		301	
Pf3D7_04_v3	476586	475643	-	PF3D7_0410500	1		301	
Pf3D7_04_v3	478586	480869	+	PF3D7_0410600	442		401	
Pf3D7_04_v3	478586	480869	+	PF3D7_0410600	442		401	
Pf3D7_04_v3	478586	480869	+	PF3D7_0410600	442		401	
Pf3D7_04_v3	478586	480869	+	PF3D7_0410600	442		401	
Pf3D7_04_v3	484131	480776	-	PF3D7_0410700	240		401	
Pf3D7_04_v3	484131	480776	-	PF3D7_0410700	240		401	
Pf3D7_04_v3	484131	480776	-	PF3D7_0410700	240		401	
Pf3D7_04_v3	484131	480776	-	PF3D7_0410700	240		401	
Pf3D7_04_v3	485831	490129	+	PF3D7_0410800	1		401	
Pf3D7_04_v3	485831	490129	+	PF3D7_0410800	1		401	
Pf3D7_04_v3	485831	490129	+	PF3D7_0410800	1		401	
Pf3D7_04_v3	485831	490129	+	PF3D7_0410800	1		401	
Pf3D7_04_v3	493867	490141	-	PF3D7_0410900	492		301	
Pf3D7_04_v3	493867	490141	-	PF3D7_0410900	492		301	
Pf3D7_04_v3	493867	490141	-	PF3D7_0410900	492		301	
Pf3D7_04_v3	493867	490141	-	PF3D7_0410900	492		301	
Pf3D7_04_v3	499167	504181	+	PF3D7_0411000	1		301	
Pf3D7_04_v3	499167	504181	+	PF3D7_0411000	1		301	
Pf3D7_04_v3	499167	504181	+	PF3D7_0411000	1		301	
Pf3D7_04_v3	499167	504181	+	PF3D7_0411000	1		301	
Pf3D7_04_v3	505532	504177	-	PF3D7_0411100	437		301	
Pf3D7_04_v3	505532	504177	-	PF3D7_0411100	437		301	
Pf3D7_04_v3	505532	504177	-	PF3D7_0411100	437		301	
Pf3D7_04_v3	505532	504177	-	PF3D7_0411100	437		301	
Pf3D7_04_v3	509779	505532	-	PF3D7_0411200	109		401	
Pf3D7_04_v3	509779	505532	-	PF3D7_0411200	109		401	
Pf3D7_04_v3	509779	505532	-	PF3D7_0411200	109		401	
Pf3D7_04_v3	509779	505532	-	PF3D7_0411200	109		401	
Pf3D7_04_v3	510071	512949	+	PF3D7_0411300	309		401	
Pf3D7_04_v3	510071	512949	+	PF3D7_0411300	309		401	
Pf3D7_04_v3	510071	512949	+	PF3D7_0411300	309		401	
Pf3D7_04_v3	510071	512949	+	PF3D7_0411300	309		401	
Pf3D7_04_v3	517421	512853	-	PF3D7_0411400	353		301	
Pf3D7_04_v3	517421	512853	-	PF3D7_0411400	353		301	
Pf3D7_04_v3	517421	512853	-	PF3D7_0411400	353		301	
Pf3D7_04_v3	517421	512853	-	PF3D7_0411400	353		301	
Pf3D7_04_v3	517894	517669	+	PF3D7_0411500	172		124	
Pf3D7_04_v3	518684	518226	-	PF3D7_0411600	459		72	
Pf3D7_04_v3	519131	518584	-	PF3D7_0411700	30		101	
Pf3D7_04_v3	519131	518584	-	PF3D7_0411700	30		101	
Pf3D7_04_v3	519131	518584	-	PF3D7_0411700	30		101	
Pf3D7_04_v3	519131	518584	-	PF3D7_0411700	30		101	
Pf3D7_04_v3	525991	519531	-	PF3D7_0411800	373		301	
Pf3D7_04_v3	525991	519531	-	PF3D7_0411800	373		301	
Pf3D7_04_v3	525991	519531	-	PF3D7_0411800	373		301	
Pf3D7_04_v3	525991	519531	-	PF3D7_0411800	373		301	
Pf3D7_04_v3	534673	527891	-	PF3D7_0411900	188		301	
Pf3D7_04_v3	534673	527891	-	PF3D7_0411900	188		301	
Pf3D7_04_v3	534673	527891	-	PF3D7_0411900	188		301	
Pf3D7_04_v3	534673	527891	-	PF3D7_0411900	188		301	
Pf3D7_04_v3	536286	539511	+	PF3D7_0412000	488		401	
Pf3D7_04_v3	536286	539511	+	PF3D7_0412000	488		401	
Pf3D7_04_v3	536286	539511	+	PF3D7_0412000	488		401	
Pf3D7_04_v3	536286	539511	+	PF3D7_0412000	488		401	
Pf3D7_04_v3	541310	539787	-	PF3D7_0412100	112		401	
Pf3D7_04_v3	541310	539787	-	PF3D7_0412100	112		401	
Pf3D7_04_v3	541310	539787	-	PF3D7_0412100	112		401	
Pf3D7_04_v3	541310	539787	-	PF3D7_0412100	112		401	
Pf3D7_04_v3	543024	541510	-	PF3D7_0412200	215		301	
Pf3D7_04_v3	543024	541510	-	PF3D7_0412200	215		301	
Pf3D7_04_v3	543024	541510	-	PF3D7_0412200	215		301	
Pf3D7_04_v3	543024	541510	-	PF3D7_0412200	215		301	
Pf3D7_04_v3	543210	545648	+	PF3D7_0412300	415		401	
Pf3D7_04_v3	543210	545648	+	PF3D7_0412300	415		401	
Pf3D7_04_v3	543210	545648	+	PF3D7_0412300	415		401	
Pf3D7_04_v3	543210	545648	+	PF3D7_0412300	415		401	
Pf3D7_04_v3	554255	545586	-	PF3D7_0412400	445		401	
Pf3D7_04_v3	554255	545586	-	PF3D7_0412400	445		401	
Pf3D7_04_v3	554255	545586	-	PF3D7_0412400	445		401	
Pf3D7_04_v3	554255	545586	-	PF3D7_0412400	445		401	
Pf3D7_04_v3	557411	557991	+	PF3D7_0412500	45		401	
Pf3D7_04_v3	560666	559386	-	PF3D7_0412600	28		1	
Pf3D7_04_v3	560666	559386	-	PF3D7_0412600	28		1	
Pf3D7_04_v3	560666	559386	-	PF3D7_0412600	28		1	
Pf3D7_04_v3	560666	559386	-	PF3D7_0412600	28		1	
Pf3D7_04_v3	569584	561466	-	PF3D7_0412700	242		201	
Pf3D7_04_v3	569584	561466	-	PF3D7_0412700	242		201	
Pf3D7_04_v3	569584	561466	-	PF3D7_0412700	242		201	
Pf3D7_04_v3	569584	561466	-	PF3D7_0412700	242		201	
Pf3D7_04_v3	573420	573820	+	PF3D7_0412800	135		401	
Pf3D7_04_v3	584923	576409	-	PF3D7_0412900	255		401	
Pf3D7_04_v3	584923	576409	-	PF3D7_0412900	255		401	
Pf3D7_04_v3	584923	576409	-	PF3D7_0412900	255		401	
Pf3D7_04_v3	584923	576409	-	PF3D7_0412900	255		401	
Pf3D7_04_v3	588169	588423	+	PF3D7_0413000	255		135	
Pf3D7_04_v3	599865	591748	-	PF3D7_0413100	16		201	
Pf3D7_04_v3	599865	591748	-	PF3D7_0413100	16		201	
Pf3D7_04_v3	599865	591748	-	PF3D7_0413100	16		201	
Pf3D7_04_v3	599865	591748	-	PF3D7_0413100	16		201	
Pf3D7_04_v3	604457	602865	-	PF3D7_0413200	1		301	
Pf3D7_04_v3	604457	602865	-	PF3D7_0413200	1		301	
Pf3D7_04_v3	604457	602865	-	PF3D7_0413200	1		301	
Pf3D7_04_v3	604457	602865	-	PF3D7_0413200	1		301	
Pf3D7_04_v3	609154	610634	+	PF3D7_0413300	1		201	
Pf3D7_04_v3	609154	610634	+	PF3D7_0413300	1		201	
Pf3D7_04_v3	609154	610634	+	PF3D7_0413300	1		201	
Pf3D7_04_v3	609154	610634	+	PF3D7_0413300	1		201	
Pf3D7_04_v3	612797	614470	+	PF3D7_0413400	1		401	
Pf3D7_04_v3	612797	614470	+	PF3D7_0413400	1		401	
Pf3D7_04_v3	612797	614470	+	PF3D7_0413400	1		401	
Pf3D7_04_v3	612797	614470	+	PF3D7_0413400	1		401	
Pf3D7_04_v3	615355	616544	+	PF3D7_0413500	1		301	
Pf3D7_04_v3	615355	616544	+	PF3D7_0413500	1		301	
Pf3D7_04_v3	615355	616544	+	PF3D7_0413500	1		301	
Pf3D7_04_v3	615355	616544	+	PF3D7_0413500	1		301	
Pf3D7_04_v3	618351	616513	-	PF3D7_0413600	1		401	
Pf3D7_04_v3	618351	616513	-	PF3D7_0413600	1		401	
Pf3D7_04_v3	618351	616513	-	PF3D7_0413600	1		401	
Pf3D7_04_v3	618351	616513	-	PF3D7_0413600	1		401	
Pf3D7_04_v3	621293	619385	-	PF3D7_0413700	491		401	
Pf3D7_04_v3	621293	619385	-	PF3D7_0413700	491		401	
Pf3D7_04_v3	621293	619385	-	PF3D7_0413700	491		401	
Pf3D7_04_v3	621293	619385	-	PF3D7_0413700	491		401	
Pf3D7_04_v3	621603	623167	+	PF3D7_0413800	491		231	
Pf3D7_04_v3	621603	623167	+	PF3D7_0413800	491		231	
Pf3D7_04_v3	621603	623167	+	PF3D7_0413800	491		231	
Pf3D7_04_v3	621603	623167	+	PF3D7_0413800	491		231	
Pf3D7_04_v3	626490	622967	-	PF3D7_0413900	264		201	
Pf3D7_04_v3	626490	622967	-	PF3D7_0413900	264		201	
Pf3D7_04_v3	626490	622967	-	PF3D7_0413900	264		201	
Pf3D7_04_v3	626490	622967	-	PF3D7_0413900	264		201	
Pf3D7_04_v3	633127	626790	-	PF3D7_0414000	1		101	
Pf3D7_04_v3	633127	626790	-	PF3D7_0414000	1		101	
Pf3D7_04_v3	633127	626790	-	PF3D7_0414000	1		101	
Pf3D7_04_v3	633127	626790	-	PF3D7_0414000	1		101	
Pf3D7_04_v3	638988	634028	-	PF3D7_0414100	83		1	
Pf3D7_04_v3	638988	634028	-	PF3D7_0414100	83		1	
Pf3D7_04_v3	638988	634028	-	PF3D7_0414100	83		1	
Pf3D7_04_v3	638988	634028	-	PF3D7_0414100	83		1	
Pf3D7_04_v3	648592	647288	-	PF3D7_0414200	204		101	
Pf3D7_04_v3	648592	647288	-	PF3D7_0414200	204		101	
Pf3D7_04_v3	648592	647288	-	PF3D7_0414200	204		101	
Pf3D7_04_v3	648592	647288	-	PF3D7_0414200	204		101	
Pf3D7_04_v3	648592	647288	-	PF3D7_0414200	204		101	
Pf3D7_04_v3	648592	647288	-	PF3D7_0414200	204		101	
Pf3D7_04_v3	648592	647288	-	PF3D7_0414200	204		101	
Pf3D7_04_v3	648592	647288	-	PF3D7_0414200	204		101	
Pf3D7_04_v3	648592	647288	-	PF3D7_0414200	204		101	
Pf3D7_04_v3	650849	649492	-	PF3D7_0414300	118		401	
Pf3D7_04_v3	650849	649492	-	PF3D7_0414300	118		401	
Pf3D7_04_v3	650849	649492	-	PF3D7_0414300	118		401	
Pf3D7_04_v3	650849	649492	-	PF3D7_0414300	118		401	
Pf3D7_04_v3	652349	653755	+	PF3D7_0414400	1		201	
Pf3D7_04_v3	652349	653755	+	PF3D7_0414400	1		201	
Pf3D7_04_v3	652349	653755	+	PF3D7_0414400	1		201	
Pf3D7_04_v3	652349	653755	+	PF3D7_0414400	1		201	
Pf3D7_04_v3	657619	654624	-	PF3D7_0414500	305		401	
Pf3D7_04_v3	657619	654624	-	PF3D7_0414500	305		401	
Pf3D7_04_v3	657619	654624	-	PF3D7_0414500	305		401	
Pf3D7_04_v3	657619	654624	-	PF3D7_0414500	305		401	
Pf3D7_04_v3	659623	658319	-	PF3D7_0414600	85		301	
Pf3D7_04_v3	659623	658319	-	PF3D7_0414600	85		301	
Pf3D7_04_v3	659623	658319	-	PF3D7_0414600	85		301	
Pf3D7_04_v3	659623	658319	-	PF3D7_0414600	85		301	
Pf3D7_04_v3	660139	662920	+	PF3D7_0414700	485		401	
Pf3D7_04_v3	660139	662920	+	PF3D7_0414700	485		401	
Pf3D7_04_v3	660139	662920	+	PF3D7_0414700	485		401	
Pf3D7_04_v3	660139	662920	+	PF3D7_0414700	485		401	
Pf3D7_04_v3	664472	663015	-	PF3D7_0414800	457		401	
Pf3D7_04_v3	664472	663015	-	PF3D7_0414800	457		401	
Pf3D7_04_v3	664472	663015	-	PF3D7_0414800	457		401	
Pf3D7_04_v3	664472	663015	-	PF3D7_0414800	457		401	
Pf3D7_04_v3	665516	668348	+	PF3D7_0414900	457		201	
Pf3D7_04_v3	665516	668348	+	PF3D7_0414900	457		201	
Pf3D7_04_v3	665516	668348	+	PF3D7_0414900	457		201	
Pf3D7_04_v3	665516	668348	+	PF3D7_0414900	457		201	
Pf3D7_04_v3	670182	668177	-	PF3D7_0415000	465		401	
Pf3D7_04_v3	670182	668177	-	PF3D7_0415000	465		401	
Pf3D7_04_v3	670182	668177	-	PF3D7_0415000	465		401	
Pf3D7_04_v3	670182	668177	-	PF3D7_0415000	465		401	
Pf3D7_04_v3	670882	672499	+	PF3D7_0415100	1		375	
Pf3D7_04_v3	670882	672499	+	PF3D7_0415100	1		375	
Pf3D7_04_v3	670882	672499	+	PF3D7_0415100	1		375	
Pf3D7_04_v3	670882	672499	+	PF3D7_0415100	1		375	
Pf3D7_04_v3	679609	672299	-	PF3D7_0415200	471		201	
Pf3D7_04_v3	679609	672299	-	PF3D7_0415200	471		201	
Pf3D7_04_v3	679609	672299	-	PF3D7_0415200	471		201	
Pf3D7_04_v3	679609	672299	-	PF3D7_0415200	471		201	
Pf3D7_04_v3	681439	686169	+	PF3D7_0415300	371		201	
Pf3D7_04_v3	681439	686169	+	PF3D7_0415300	371		201	
Pf3D7_04_v3	681439	686169	+	PF3D7_0415300	371		201	
Pf3D7_04_v3	681439	686169	+	PF3D7_0415300	371		201	
Pf3D7_04_v3	687491	686113	-	PF3D7_0415400	451		301	
Pf3D7_04_v3	687491	686113	-	PF3D7_0415400	451		301	
Pf3D7_04_v3	687491	686113	-	PF3D7_0415400	451		301	
Pf3D7_04_v3	687491	686113	-	PF3D7_0415400	451		301	
Pf3D7_04_v3	687841	689454	+	PF3D7_0415500	351		401	
Pf3D7_04_v3	687841	689454	+	PF3D7_0415500	351		401	
Pf3D7_04_v3	687841	689454	+	PF3D7_0415500	351		401	
Pf3D7_04_v3	687841	689454	+	PF3D7_0415500	351		401	
Pf3D7_04_v3	690630	689239	-	PF3D7_0415600	301		401	
Pf3D7_04_v3	690630	689239	-	PF3D7_0415600	301		401	
Pf3D7_04_v3	690630	689239	-	PF3D7_0415600	301		401	
Pf3D7_04_v3	690630	689239	-	PF3D7_0415600	301		401	
Pf3D7_04_v3	692905	691030	-	PF3D7_0415700	389		101	
Pf3D7_04_v3	692905	691030	-	PF3D7_0415700	389		101	
Pf3D7_04_v3	692905	691030	-	PF3D7_0415700	389		101	
Pf3D7_04_v3	692905	691030	-	PF3D7_0415700	389		101	
Pf3D7_04_v3	693517	696934	+	PF3D7_0415800	389		401	
Pf3D7_04_v3	693517	696934	+	PF3D7_0415800	389		401	
Pf3D7_04_v3	693517	696934	+	PF3D7_0415800	389		401	
Pf3D7_04_v3	693517	696934	+	PF3D7_0415800	389		401	
Pf3D7_04_v3	699125	697517	-	PF3D7_0415900	357		401	
Pf3D7_04_v3	699125	697517	-	PF3D7_0415900	357		401	
Pf3D7_04_v3	699125	697517	-	PF3D7_0415900	357		401	
Pf3D7_04_v3	699125	697517	-	PF3D7_0415900	357		401	
Pf3D7_04_v3	704163	701125	-	PF3D7_0416000	1		401	
Pf3D7_04_v3	704163	701125	-	PF3D7_0416000	1		401	
Pf3D7_04_v3	704163	701125	-	PF3D7_0416000	1		401	
Pf3D7_04_v3	704163	701125	-	PF3D7_0416000	1		401	
Pf3D7_04_v3	706463	709410	+	PF3D7_0416100	66		401	
Pf3D7_04_v3	706463	709410	+	PF3D7_0416100	66		401	
Pf3D7_04_v3	706463	709410	+	PF3D7_0416100	66		401	
Pf3D7_04_v3	706463	709410	+	PF3D7_0416100	66		401	
Pf3D7_04_v3	710091	709259	-	PF3D7_0416200	8		201	
Pf3D7_04_v3	710091	709259	-	PF3D7_0416200	8		201	
Pf3D7_04_v3	710091	709259	-	PF3D7_0416200	8		201	
Pf3D7_04_v3	710091	709259	-	PF3D7_0416200	8		201	
Pf3D7_04_v3	715801	710791	-	PF3D7_0416300	312		301	
Pf3D7_04_v3	715801	710791	-	PF3D7_0416300	312		301	
Pf3D7_04_v3	715801	710791	-	PF3D7_0416300	312		301	
Pf3D7_04_v3	715801	710791	-	PF3D7_0416300	312		301	
Pf3D7_04_v3	717990	722755	+	PF3D7_0416400	212		101	
Pf3D7_04_v3	717990	722755	+	PF3D7_0416400	212		101	
Pf3D7_04_v3	717990	722755	+	PF3D7_0416400	212		101	
Pf3D7_04_v3	717990	722755	+	PF3D7_0416400	212		101	
Pf3D7_04_v3	724364	722655	-	PF3D7_0416500	122		418	
Pf3D7_04_v3	724364	722655	-	PF3D7_0416500	122		418	
Pf3D7_04_v3	724364	722655	-	PF3D7_0416500	122		418	
Pf3D7_04_v3	724364	722655	-	PF3D7_0416500	122		418	
Pf3D7_04_v3	726143	727329	+	PF3D7_0416600	122		201	
Pf3D7_04_v3	726143	727329	+	PF3D7_0416600	122		201	
Pf3D7_04_v3	726143	727329	+	PF3D7_0416600	122		201	
Pf3D7_04_v3	726143	727329	+	PF3D7_0416600	122		201	
Pf3D7_04_v3	728361	727309	-	PF3D7_0416700	382		401	
Pf3D7_04_v3	728361	727309	-	PF3D7_0416700	382		401	
Pf3D7_04_v3	728361	727309	-	PF3D7_0416700	382		401	
Pf3D7_04_v3	728361	727309	-	PF3D7_0416700	382		401	
Pf3D7_04_v3	729780	731624	+	PF3D7_0416800	182		401	
Pf3D7_04_v3	729780	731624	+	PF3D7_0416800	182		401	
Pf3D7_04_v3	729780	731624	+	PF3D7_0416800	182		401	
Pf3D7_04_v3	729780	731624	+	PF3D7_0416800	182		401	
Pf3D7_04_v3	740348	732151	-	PF3D7_0416900	476		301	
Pf3D7_04_v3	740348	732151	-	PF3D7_0416900	476		301	
Pf3D7_04_v3	740348	732151	-	PF3D7_0416900	476		301	
Pf3D7_04_v3	740348	732151	-	PF3D7_0416900	476		301	
Pf3D7_04_v3	741873	743192	+	PF3D7_0417000	276		101	
Pf3D7_04_v3	741873	743192	+	PF3D7_0417000	276		101	
Pf3D7_04_v3	741873	743192	+	PF3D7_0417000	276		101	
Pf3D7_04_v3	741873	743192	+	PF3D7_0417000	276		101	
Pf3D7_04_v3	745887	743210	-	PF3D7_0417100	250		401	
Pf3D7_04_v3	745887	743210	-	PF3D7_0417100	250		401	
Pf3D7_04_v3	745887	743210	-	PF3D7_0417100	250		401	
Pf3D7_04_v3	745887	743210	-	PF3D7_0417100	250		401	
Pf3D7_04_v3	748087	750315	+	PF3D7_0417200	1		401	
Pf3D7_04_v3	748087	750315	+	PF3D7_0417200	1		401	
Pf3D7_04_v3	748087	750315	+	PF3D7_0417200	1		401	
Pf3D7_04_v3	748087	750315	+	PF3D7_0417200	1		401	
Pf3D7_04_v3	753713	750459	-	PF3D7_0417300	1		401	
Pf3D7_04_v3	753713	750459	-	PF3D7_0417300	1		401	
Pf3D7_04_v3	753713	750459	-	PF3D7_0417300	1		401	
Pf3D7_04_v3	753713	750459	-	PF3D7_0417300	1		401	
Pf3D7_04_v3	756293	777004	+	PF3D7_0417400	1		401	
Pf3D7_04_v3	756293	777004	+	PF3D7_0417400	1		401	
Pf3D7_04_v3	756293	777004	+	PF3D7_0417400	1		401	
Pf3D7_04_v3	756293	777004	+	PF3D7_0417400	1		401	
Pf3D7_04_v3	779649	776999	-	PF3D7_0417500	225		201	
Pf3D7_04_v3	779649	776999	-	PF3D7_0417500	225		201	
Pf3D7_04_v3	779649	776999	-	PF3D7_0417500	225		201	
Pf3D7_04_v3	779649	776999	-	PF3D7_0417500	225		201	
Pf3D7_04_v3	783593	780049	-	PF3D7_0417600	347		201	
Pf3D7_04_v3	783593	780049	-	PF3D7_0417600	347		201	
Pf3D7_04_v3	783593	780049	-	PF3D7_0417600	347		201	
Pf3D7_04_v3	783593	780049	-	PF3D7_0417600	347		201	
Pf3D7_04_v3	784193	786831	+	PF3D7_0417700	1		401	
Pf3D7_04_v3	784193	786831	+	PF3D7_0417700	1		401	
Pf3D7_04_v3	784193	786831	+	PF3D7_0417700	1		401	
Pf3D7_04_v3	784193	786831	+	PF3D7_0417700	1		401	
Pf3D7_04_v3	789623	786842	-	PF3D7_0417800	281		401	
Pf3D7_04_v3	789623	786842	-	PF3D7_0417800	281		401	
Pf3D7_04_v3	789623	786842	-	PF3D7_0417800	281		401	
Pf3D7_04_v3	789623	786842	-	PF3D7_0417800	281		401	
Pf3D7_04_v3	790723	793186	+	PF3D7_0417900	1		201	
Pf3D7_04_v3	790723	793186	+	PF3D7_0417900	1		201	
Pf3D7_04_v3	790723	793186	+	PF3D7_0417900	1		201	
Pf3D7_04_v3	790723	793186	+	PF3D7_0417900	1		201	
Pf3D7_04_v3	793826	810071	+	PF3D7_0418000	1		1	
Pf3D7_04_v3	793826	810071	+	PF3D7_0418000	1		1	
Pf3D7_04_v3	793826	810071	+	PF3D7_0418000	1		1	
Pf3D7_04_v3	793826	810071	+	PF3D7_0418000	1		1	
Pf3D7_04_v3	814643	810994	-	PF3D7_0418100	1		1	
Pf3D7_04_v3	814643	810994	-	PF3D7_0418100	1		1	
Pf3D7_04_v3	814643	810994	-	PF3D7_0418100	1		1	
Pf3D7_04_v3	814643	810994	-	PF3D7_0418100	1		1	
Pf3D7_04_v3	816943	818990	+	PF3D7_0418200	457		301	
Pf3D7_04_v3	816943	818990	+	PF3D7_0418200	457		301	
Pf3D7_04_v3	816943	818990	+	PF3D7_0418200	457		301	
Pf3D7_04_v3	816943	818990	+	PF3D7_0418200	457		301	
Pf3D7_04_v3	822362	818961	-	PF3D7_0418300	22		401	
Pf3D7_04_v3	822362	818961	-	PF3D7_0418300	22		401	
Pf3D7_04_v3	822362	818961	-	PF3D7_0418300	22		401	
Pf3D7_04_v3	822362	818961	-	PF3D7_0418300	22		401	
Pf3D7_04_v3	829962	830895	+	PF3D7_0418400	1		301	
Pf3D7_04_v3	829962	830895	+	PF3D7_0418400	1		301	
Pf3D7_04_v3	829962	830895	+	PF3D7_0418400	1		301	
Pf3D7_04_v3	829962	830895	+	PF3D7_0418400	1		301	
Pf3D7_04_v3	832693	830788	-	PF3D7_0418500	265		201	
Pf3D7_04_v3	832693	830788	-	PF3D7_0418500	265		201	
Pf3D7_04_v3	832693	830788	-	PF3D7_0418500	265		201	
Pf3D7_04_v3	832693	830788	-	PF3D7_0418500	265		201	
Pf3D7_04_v3	833929	840830	+	PF3D7_0418600	465		401	
Pf3D7_04_v3	833929	840830	+	PF3D7_0418600	465		401	
Pf3D7_04_v3	833929	840830	+	PF3D7_0418600	465		401	
Pf3D7_04_v3	833929	840830	+	PF3D7_0418600	465		401	
Pf3D7_04_v3	841130	843106	+	PF3D7_0418700	66		201	
Pf3D7_04_v3	841130	843106	+	PF3D7_0418700	66		201	
Pf3D7_04_v3	841130	843106	+	PF3D7_0418700	66		201	
Pf3D7_04_v3	841130	843106	+	PF3D7_0418700	66		201	
Pf3D7_04_v3	843406	845370	+	PF3D7_0418800	156		201	
Pf3D7_04_v3	843406	845370	+	PF3D7_0418800	156		201	
Pf3D7_04_v3	843406	845370	+	PF3D7_0418800	156		201	
Pf3D7_04_v3	843406	845370	+	PF3D7_0418800	156		201	
Pf3D7_04_v3	846970	849060	+	PF3D7_0418900	261		1	
Pf3D7_04_v3	846970	849060	+	PF3D7_0418900	261		1	
Pf3D7_04_v3	846970	849060	+	PF3D7_0418900	261		1	
Pf3D7_04_v3	846970	849060	+	PF3D7_0418900	261		1	
Pf3D7_04_v3	849792	852243	+	PF3D7_0419000	1		1	
Pf3D7_04_v3	849792	852243	+	PF3D7_0419000	1		1	
Pf3D7_04_v3	849792	852243	+	PF3D7_0419000	1		1	
Pf3D7_04_v3	849792	852243	+	PF3D7_0419000	1		1	
Pf3D7_04_v3	852443	853667	+	PF3D7_0419100	67		101	
Pf3D7_04_v3	852443	853667	+	PF3D7_0419100	67		101	
Pf3D7_04_v3	852443	853667	+	PF3D7_0419100	67		101	
Pf3D7_04_v3	852443	853667	+	PF3D7_0419100	67		101	
Pf3D7_04_v3	854467	855690	+	PF3D7_0419200	412		401	
Pf3D7_04_v3	854467	855690	+	PF3D7_0419200	412		401	
Pf3D7_04_v3	854467	855690	+	PF3D7_0419200	412		401	
Pf3D7_04_v3	854467	855690	+	PF3D7_0419200	412		401	
Pf3D7_04_v3	857197	855597	-	PF3D7_0419300	148		301	
Pf3D7_04_v3	857197	855597	-	PF3D7_0419300	148		301	
Pf3D7_04_v3	857197	855597	-	PF3D7_0419300	148		301	
Pf3D7_04_v3	857197	855597	-	PF3D7_0419300	148		301	
Pf3D7_04_v3	857997	866258	+	PF3D7_0419400	1		301	
Pf3D7_04_v3	857997	866258	+	PF3D7_0419400	1		301	
Pf3D7_04_v3	857997	866258	+	PF3D7_0419400	1		301	
Pf3D7_04_v3	857997	866258	+	PF3D7_0419400	1		301	
Pf3D7_04_v3	868436	866100	-	PF3D7_0419500	325		401	
Pf3D7_04_v3	868436	866100	-	PF3D7_0419500	325		401	
Pf3D7_04_v3	868436	866100	-	PF3D7_0419500	325		401	
Pf3D7_04_v3	868436	866100	-	PF3D7_0419500	325		401	
Pf3D7_04_v3	870412	872174	+	PF3D7_0419600	325		301	
Pf3D7_04_v3	870412	872174	+	PF3D7_0419600	325		301	
Pf3D7_04_v3	870412	872174	+	PF3D7_0419600	325		301	
Pf3D7_04_v3	870412	872174	+	PF3D7_0419600	325		301	
Pf3D7_04_v3	873137	874416	+	PF3D7_0419700	1		301	
Pf3D7_04_v3	873137	874416	+	PF3D7_0419700	1		301	
Pf3D7_04_v3	873137	874416	+	PF3D7_0419700	1		301	
Pf3D7_04_v3	873137	874416	+	PF3D7_0419700	1		301	
Pf3D7_04_v3	875921	874410	-	PF3D7_0419800	400		401	
Pf3D7_04_v3	875921	874410	-	PF3D7_0419800	400		401	
Pf3D7_04_v3	875921	874410	-	PF3D7_0419800	400		401	
Pf3D7_04_v3	875921	874410	-	PF3D7_0419800	400		401	
Pf3D7_04_v3	878021	894267	+	PF3D7_0419900	1		401	
Pf3D7_04_v3	878021	894267	+	PF3D7_0419900	1		401	
Pf3D7_04_v3	878021	894267	+	PF3D7_0419900	1		401	
Pf3D7_04_v3	878021	894267	+	PF3D7_0419900	1		401	
Pf3D7_04_v3	904855	894211	-	PF3D7_0420000	131		401	
Pf3D7_04_v3	904855	894211	-	PF3D7_0420000	131		401	
Pf3D7_04_v3	904855	894211	-	PF3D7_0420000	131		401	
Pf3D7_04_v3	904855	894211	-	PF3D7_0420000	131		401	
Pf3D7_04_v3	906625	909102	+	PF3D7_0420100	431		301	
Pf3D7_04_v3	906625	909102	+	PF3D7_0420100	431		301	
Pf3D7_04_v3	906625	909102	+	PF3D7_0420100	431		301	
Pf3D7_04_v3	906625	909102	+	PF3D7_0420100	431		301	
Pf3D7_04_v3	909702	912272	+	PF3D7_0420200	485		301	
Pf3D7_04_v3	909702	912272	+	PF3D7_0420200	485		301	
Pf3D7_04_v3	909702	912272	+	PF3D7_0420200	485		301	
Pf3D7_04_v3	909702	912272	+	PF3D7_0420200	485		301	
Pf3D7_04_v3	917989	928412	+	PF3D7_0420300	1		1	
Pf3D7_04_v3	917989	928412	+	PF3D7_0420300	1		1	
Pf3D7_04_v3	917989	928412	+	PF3D7_0420300	1		1	
Pf3D7_04_v3	917989	928412	+	PF3D7_0420300	1		1	
Pf3D7_04_v3	929212	930403	+	PF3D7_0420400	128		263	
Pf3D7_04_v3	929212	930403	+	PF3D7_0420400	128		263	
Pf3D7_04_v3	929212	930403	+	PF3D7_0420400	128		263	
Pf3D7_04_v3	929212	930403	+	PF3D7_0420400	128		263	
