chr,start,end,strand,gene_id
Pf3D7_06_v3,132149,130328,-,PF3D7_0603300
Pf3D7_06_v3,136892,132749,-,PF3D7_0603400
Pf3D7_06_v3,138862,140919,+,PF3D7_0603500
Pf3D7_06_v3,149154,141417,-,PF3D7_0603600
Pf3D7_06_v3,150744,152387,+,PF3D7_0603700
Pf3D7_06_v3,160653,152540,-,PF3D7_0603800
Pf3D7_06_v3,162427,160953,-,PF3D7_0603900
Pf3D7_06_v3,169900,163427,-,PF3D7_0604000
Pf3D7_06_v3,177435,171100,-,PF3D7_0604100
Pf3D7_06_v3,180641,181582,+,PF3D7_0604200
Pf3D7_06_v3,181782,184738,+,PF3D7_0604300
Pf3D7_06_v3,184838,186244,+,PF3D7_0604400
Pf3D7_06_v3,189011,198479,+,PF3D7_0604500
Pf3D7_06_v3,198479,204356,+,PF3D7_0604600
Pf3D7_06_v3,206554,204539,-,PF3D7_0604700
Pf3D7_06_v3,211614,206454,-,PF3D7_0604800
Pf3D7_06_v3,213057,212114,-,PF3D7_0604900
Pf3D7_06_v3,213333,214443,+,PF3D7_0605000
Pf3D7_06_v3,216843,219608,+,PF3D7_0605100
Pf3D7_06_v3,222138,220406,-,PF3D7_0605200
Pf3D7_06_v3,222314,224612,+,PF3D7_0605300
Pf3D7_06_v3,225096,224312,-,PF3D7_0605400
Pf3D7_06_v3,227731,225245,-,PF3D7_0605500
Pf3D7_06_v3,235196,227831,-,PF3D7_0605600
Pf3D7_06_v3,236396,237452,+,PF3D7_0605700
Pf3D7_06_v3,244839,237410,-,PF3D7_0605800
Pf3D7_06_v3,247522,249567,+,PF3D7_0605900
Pf3D7_06_v3,254103,250211,-,PF3D7_0606000
Pf3D7_06_v3,257304,260375,+,PF3D7_0606100
Pf3D7_06_v3,262225,260630,-,PF3D7_0606200
Pf3D7_06_v3,262646,263595,+,PF3D7_0606300
Pf3D7_06_v3,264838,263935,-,PF3D7_0606400
Pf3D7_06_v3,268731,265638,-,PF3D7_0606500
Pf3D7_06_v3,278048,270231,-,PF3D7_0606600
Pf3D7_06_v3,282048,287118,+,PF3D7_0606700
Pf3D7_06_v3,289725,287976,-,PF3D7_0606800
Pf3D7_06_v3,291463,290025,-,PF3D7_0606900
Pf3D7_06_v3,293786,297198,+,PF3D7_0607000
Pf3D7_06_v3,297940,301298,+,PF3D7_0607100
Pf3D7_06_v3,303337,301473,-,PF3D7_0607200
Pf3D7_06_v3,304191,306383,+,PF3D7_0607300
Pf3D7_06_v3,310249,306383,-,PF3D7_0607400
Pf3D7_06_v3,311549,313416,+,PF3D7_0607500
Pf3D7_06_v3,317339,313755,-,PF3D7_0607600
Pf3D7_06_v3,320739,328999,+,PF3D7_0607700
Pf3D7_06_v3,331942,329236,-,PF3D7_0607800
Pf3D7_06_v3,332342,335106,+,PF3D7_0607900
Pf3D7_06_v3,337369,335006,-,PF3D7_0608000
Pf3D7_06_v3,337669,341873,+,PF3D7_0608100
Pf3D7_06_v3,342911,341773,-,PF3D7_0608200
Pf3D7_06_v3,343211,347608,+,PF3D7_0608300
Pf3D7_06_v3,347908,349772,+,PF3D7_0608310
Pf3D7_06_v3,350779,349745,-,PF3D7_0608400
Pf3D7_06_v3,353128,351379,-,PF3D7_0608500
Pf3D7_06_v3,355176,356477,+,PF3D7_0608600
Pf3D7_06_v3,357977,360604,+,PF3D7_0608700
Pf3D7_06_v3,362404,364280,+,PF3D7_0608800
Pf3D7_06_v3,365080,368660,+,PF3D7_0608900
Pf3D7_06_v3,370260,388595,+,PF3D7_0609000
Pf3D7_06_v3,390749,388614,-,PF3D7_0609100
Pf3D7_06_v3,392549,394912,+,PF3D7_0609200
Pf3D7_06_v3,396212,399590,+,PF3D7_0609300
Pf3D7_06_v3,402121,399512,-,PF3D7_0609400
Pf3D7_06_v3,402325,407643,+,PF3D7_0609500
Pf3D7_06_v3,408040,412303,+,PF3D7_0609600
Pf3D7_06_v3,413203,419782,+,PF3D7_0609700
Pf3D7_06_v3,423004,420756,-,PF3D7_0609800
Pf3D7_06_v3,425623,432159,+,PF3D7_0609900
Pf3D7_06_v3,432759,434579,+,PF3D7_0610000
Pf3D7_06_v3,436862,434506,-,PF3D7_0610100
Pf3D7_06_v3,440705,437262,-,PF3D7_0610200
Pf3D7_06_v3,443346,442405,-,PF3D7_0610300
Pf3D7_06_v3,444520,445558,+,PF3D7_0610400
Pf3D7_06_v3,446690,445460,-,PF3D7_0610500
Pf3D7_06_v3,448964,451662,+,PF3D7_0610600
Pf3D7_06_v3,452462,453670,+,PF3D7_0610700
Pf3D7_06_v3,453647,455990,+,PF3D7_0610800
Pf3D7_06_v3,461063,456346,-,PF3D7_0610900
Pf3D7_06_v3,464997,463263,-,PF3D7_0611000
Pf3D7_06_v3,466780,465897,-,PF3D7_0611100
Pf3D7_06_v3,467350,469043,+,PF3D7_0611200
Pf3D7_06_v3,469643,471525,+,PF3D7_0611300
Pf3D7_06_v3,474524,471457,-,PF3D7_0611400
Pf3D7_06_v3,483913,482824,-,PF3D7_0611500
Pf3D7_06_v3,487067,484813,-,PF3D7_0611600
Pf3D7_06_v3,489357,488378,-,PF3D7_0611700
Pf3D7_06_v3,501279,490757,-,PF3D7_0611800
Pf3D7_06_v3,505941,507599,+,PF3D7_0611900
Pf3D7_06_v3,508287,507677,-,PF3D7_0612000
Pf3D7_06_v3,511571,508859,-,PF3D7_0612100
Pf3D7_06_v3,519950,512771,-,PF3D7_0612200
Pf3D7_06_v3,520349,521227,+,PF3D7_0612300
Pf3D7_06_v3,520749,522239,+,PF3D7_0612400
Pf3D7_06_v3,522756,522099,-,PF3D7_0612500
Pf3D7_06_v3,525186,523456,-,PF3D7_0612600
Pf3D7_06_v3,527159,525686,-,PF3D7_0612700
Pf3D7_06_v3,529425,527659,-,PF3D7_0612800
Pf3D7_06_v3,530776,533587,+,PF3D7_0612900
Pf3D7_06_v3,535477,533506,-,PF3D7_0613000
Pf3D7_06_v3,537465,538986,+,PF3D7_0613100
Pf3D7_06_v3,539086,540076,+,PF3D7_0613200
Pf3D7_06_v3,545263,540076,-,PF3D7_0613300
Pf3D7_06_v3,546963,547942,+,PF3D7_0613400
Pf3D7_06_v3,552556,547979,-,PF3D7_0613500
Pf3D7_06_v3,554172,558629,+,PF3D7_0613600
Pf3D7_06_v3,561461,558948,-,PF3D7_0613700
Pf3D7_06_v3,566138,579394,+,PF3D7_0613800
Pf3D7_06_v3,586018,578994,-,PF3D7_0613900
Pf3D7_06_v3,589056,586618,-,PF3D7_0614000
Pf3D7_06_v3,592671,589256,-,PF3D7_0614100
Pf3D7_06_v3,595983,592771,-,PF3D7_0614200
Pf3D7_06_v3,600772,597383,-,PF3D7_0614300
Pf3D7_06_v3,604418,605341,+,PF3D7_0614400
Pf3D7_06_v3,607457,605741,-,PF3D7_0614500
Pf3D7_06_v3,611103,609057,-,PF3D7_0614600
Pf3D7_06_v3,612203,614799,+,PF3D7_0614700
Pf3D7_06_v3,616961,614896,-,PF3D7_0614800
Pf3D7_06_v3,617611,621937,+,PF3D7_0614900
Pf3D7_06_v3,622137,622913,+,PF3D7_0615000
Pf3D7_06_v3,624464,622822,-,PF3D7_0615100
Pf3D7_06_v3,625364,627613,+,PF3D7_0615200
Pf3D7_06_v3,630355,627692,-,PF3D7_0615300
Pf3D7_06_v3,640351,630855,-,PF3D7_0615400
Pf3D7_06_v3,643875,646470,+,PF3D7_0615500
Pf3D7_06_v3,655875,646436,-,PF3D7_0615600
Pf3D7_06_v3,656097,657938,+,PF3D7_0615700
Pf3D7_06_v3,662034,657838,-,PF3D7_0615800
Pf3D7_06_v3,668259,662134,-,PF3D7_0615900
Pf3D7_06_v3,669556,671633,+,PF3D7_0616000
Pf3D7_06_v3,671933,673155,+,PF3D7_0616100
Pf3D7_06_v3,673855,676776,+,PF3D7_0616200
Pf3D7_06_v3,677886,676887,-,PF3D7_0616300
Pf3D7_06_v3,678172,683430,+,PF3D7_0616400
Pf3D7_06_v3,684730,689253,+,PF3D7_0616500
Pf3D7_06_v3,691268,688858,-,PF3D7_0616600
Pf3D7_06_v3,693528,691368,-,PF3D7_0616700
Pf3D7_06_v3,695520,697895,+,PF3D7_0616800
Pf3D7_06_v3,699251,703618,+,PF3D7_0616900
Pf3D7_06_v3,705258,703634,-,PF3D7_0617000
Pf3D7_06_v3,710058,714577,+,PF3D7_0617100
Pf3D7_06_v3,717049,719218,+,PF3D7_0617200
Pf3D7_06_v3,720318,721613,+,PF3D7_0617300
Pf3D7_06_v3,731767,722716,-,PF3D7_0617400
Pf3D7_06_v3,735367,736728,+,PF3D7_0617500
Pf3D7_06_v3,739468,737858,-,PF3D7_0617600
Pf3D7_06_v3,742615,741068,-,PF3D7_0617700
Pf3D7_06_v3,748994,748015,-,PF3D7_0617800
Pf3D7_06_v3,754115,755206,+,PF3D7_0617900
Pf3D7_06_v3,758306,761397,+,PF3D7_0618000
Pf3D7_06_v3,761697,764371,+,PF3D7_0618100
Pf3D7_06_v3,765891,764366,-,PF3D7_0618200
Pf3D7_06_v3,768393,769857,+,PF3D7_0618300
Pf3D7_06_v3,772628,769746,-,PF3D7_0618400
Pf3D7_06_v3,774528,775871,+,PF3D7_0618500
Pf3D7_06_v3,778191,775779,-,PF3D7_0618600
Pf3D7_06_v3,778336,779737,+,PF3D7_0618700
Pf3D7_06_v3,783753,779648,-,PF3D7_0618800
Pf3D7_06_v3,784353,788028,+,PF3D7_0618900
Pf3D7_06_v3,796026,788406,-,PF3D7_0619000
Pf3D7_06_v3,796726,798719,+,PF3D7_0619100
Pf3D7_06_v3,799119,803090,+,PF3D7_0619200
Pf3D7_06_v3,814553,803073,-,PF3D7_0619300
Pf3D7_06_v3,818568,815321,-,PF3D7_0619400
Pf3D7_06_v3,824356,819768,-,PF3D7_0619500
Pf3D7_06_v3,824848,827873,+,PF3D7_0619600
Pf3D7_06_v3,830685,828198,-,PF3D7_0619700
Pf3D7_06_v3,839522,831285,-,PF3D7_0619800
Pf3D7_06_v3,840134,841625,+,PF3D7_0619900
Pf3D7_06_v3,843559,841545,-,PF3D7_0620000
Pf3D7_06_v3,845464,846358,+,PF3D7_0620100
Pf3D7_06_v3,847495,846522,-,PF3D7_0620200
Pf3D7_06_v3,850865,848304,-,PF3D7_0620300
Pf3D7_06_v3,853159,851177,-,PF3D7_0620400
Pf3D7_06_v3,855159,857513,+,PF3D7_0620500
Pf3D7_06_v3,857713,858611,+,PF3D7_0620600
Pf3D7_06_v3,860316,858611,-,PF3D7_0620700
Pf3D7_06_v3,860615,861489,+,PF3D7_0620800
Pf3D7_06_v3,862181,861284,-,PF3D7_0620900
Pf3D7_06_v3,862566,865717,+,PF3D7_0621000
Pf3D7_06_v3,870296,865444,-,PF3D7_0621100
Pf3D7_06_v3,872208,870896,-,PF3D7_0621200
Pf3D7_06_v3,873503,876678,+,PF3D7_0621300
Pf3D7_06_v3,877689,876578,-,PF3D7_0621350
Pf3D7_06_v3,878599,881185,+,PF3D7_0621400
Pf3D7_06_v3,881962,883395,+,PF3D7_0621500
Pf3D7_06_v3,883462,883162,-,PF3D7_0621600
Pf3D7_06_v3,884245,890015,+,PF3D7_0621700
Pf3D7_06_v3,891615,893078,+,PF3D7_0621800
Pf3D7_06_v3,896188,893049,-,PF3D7_0621900
Pf3D7_06_v3,896681,897969,+,PF3D7_0622000
Pf3D7_06_v3,902439,898040,-,PF3D7_0622100
Pf3D7_06_v3,906516,903639,-,PF3D7_0622200
Pf3D7_06_v3,907623,911097,+,PF3D7_0622300
Pf3D7_06_v3,911397,912290,+,PF3D7_0622400
Pf3D7_06_v3,914142,912205,-,PF3D7_0622500
Pf3D7_06_v3,914511,915830,+,PF3D7_0622600
Pf3D7_06_v3,917300,915699,-,PF3D7_0622700
Pf3D7_06_v3,919400,924429,+,PF3D7_0622800
Pf3D7_06_v3,931367,924904,-,PF3D7_0622900
Pf3D7_06_v3,938759,936667,-,PF3D7_0623000
Pf3D7_06_v3,944128,939459,-,PF3D7_0623100
Pf3D7_06_v3,945721,947492,+,PF3D7_0623200
Pf3D7_06_v3,948922,947492,-,PF3D7_0623300
Pf3D7_06_v3,951507,949822,-,PF3D7_0623400
Pf3D7_06_v3,954964,952805,-,PF3D7_0623500
Pf3D7_06_v3,956549,958957,+,PF3D7_0623600
Pf3D7_06_v3,962546,958831,-,PF3D7_0623700
Pf3D7_06_v3,970982,963340,-,PF3D7_0623800
Pf3D7_06_v3,976856,978350,+,PF3D7_0623900
Pf3D7_06_v3,980950,982948,+,PF3D7_0624000
Pf3D7_06_v3,983548,985046,+,PF3D7_0624100
Pf3D7_06_v3,987007,984990,-,PF3D7_0624200
Pf3D7_06_v3,987471,989937,+,PF3D7_0624300
Pf3D7_06_v3,992283,989974,-,PF3D7_0624400
Pf3D7_06_v3,993999,994954,+,PF3D7_0624500
Pf3D7_06_v3,999254,1007984,+,PF3D7_0624600
Pf3D7_06_v3,1011128,1009456,-,PF3D7_0624700
Pf3D7_06_v3,1014967,1011228,-,PF3D7_0624800
Pf3D7_06_v3,1015867,1018445,+,PF3D7_0624900
Pf3D7_06_v3,1019745,1022276,+,PF3D7_0625000
Pf3D7_06_v3,1022976,1024515,+,PF3D7_0625100
Pf3D7_06_v3,1024815,1026637,+,PF3D7_0625200
Pf3D7_06_v3,1031235,1026422,-,PF3D7_0625300
Pf3D7_06_v3,1033857,1032135,-,PF3D7_0625400
Pf3D7_06_v3,1034975,1036772,+,PF3D7_0625500
Pf3D7_06_v3,1039654,1041851,+,PF3D7_0625600
Pf3D7_06_v3,1043245,1042351,-,PF3D7_0625700
Pf3D7_06_v3,1043349,1045475,+,PF3D7_0625800
Pf3D7_06_v3,1046985,1048453,+,PF3D7_0625900
Pf3D7_06_v3,1054251,1048309,-,PF3D7_0626000
Pf3D7_06_v3,1055766,1058530,+,PF3D7_0626100
Pf3D7_06_v3,1060214,1058530,-,PF3D7_0626200
Pf3D7_06_v3,1062892,1060714,-,PF3D7_0626300
Pf3D7_06_v3,1065146,1068627,+,PF3D7_0626400
Pf3D7_06_v3,1069627,1073206,+,PF3D7_0626500
Pf3D7_06_v3,1074117,1073057,-,PF3D7_0626600
Pf3D7_06_v3,1074796,1076537,+,PF3D7_0626700
Pf3D7_06_v3,1078637,1081621,+,PF3D7_0626800
Pf3D7_06_v3,1082821,1084507,+,PF3D7_0626900
Pf3D7_06_v3,1085189,1084207,-,PF3D7_0627000
Pf3D7_06_v3,1089189,1094729,+,PF3D7_0627100
Pf3D7_06_v3,1096374,1095064,-,PF3D7_0627200
Pf3D7_06_v3,1098876,1096899,-,PF3D7_0627300
Pf3D7_06_v3,1101133,1099876,-,PF3D7_0627400
Pf3D7_06_v3,1103014,1101333,-,PF3D7_0627500
Pf3D7_06_v3,1103953,1105500,+,PF3D7_0627600
Pf3D7_06_v3,1107900,1112041,+,PF3D7_0627700
Pf3D7_06_v3,1117886,1114243,-,PF3D7_0627800
Pf3D7_06_v3,1119238,1121259,+,PF3D7_0627900
Pf3D7_06_v3,1121659,1122412,+,PF3D7_0628000
Pf3D7_06_v3,1153665,1122400,-,PF3D7_0628100
Pf3D7_06_v3,1159861,1169481,+,PF3D7_0628200
Pf3D7_06_v3,1173764,1170512,-,PF3D7_0628300
Pf3D7_06_v3,1175897,1178888,+,PF3D7_0628400
Pf3D7_06_v3,1180272,1178588,-,PF3D7_0628500
Pf3D7_06_v3,1182354,1180272,-,PF3D7_0628600
Pf3D7_06_v3,1183554,1185995,+,PF3D7_0628700
Pf3D7_06_v3,1188871,1185795,-,PF3D7_0628800
Pf3D7_06_v3,1189145,1194179,+,PF3D7_0628900
Pf3D7_06_v3,1195180,1194003,-,PF3D7_0629000
Pf3D7_06_v3,1198252,1195640,-,PF3D7_0629100
Pf3D7_06_v3,1200996,1199552,-,PF3D7_0629200
Pf3D7_06_v3,1205189,1208082,+,PF3D7_0629300
Pf3D7_06_v3,1210419,1213163,+,PF3D7_0629400
Pf3D7_06_v3,1216406,1213547,-,PF3D7_0629500
Pf3D7_06_v3,1217906,1219652,+,PF3D7_0629600
Pf3D7_06_v3,1221452,1243023,+,PF3D7_0629700
Pf3D7_06_v3,1247220,1243179,-,PF3D7_0629800
Pf3D7_06_v3,1250020,1251852,+,PF3D7_0629900
Pf3D7_06_v3,1253986,1251751,-,PF3D7_0630000
Pf3D7_06_v3,1257279,1254806,-,PF3D7_0630100
Pf3D7_06_v3,1258641,1260140,+,PF3D7_0630200
Pf3D7_06_v3,1270062,1259940,-,PF3D7_0630300
Pf3D7_06_v3,1274028,1271962,-,PF3D7_0630400
Pf3D7_06_v3,1276033,1278226,+,PF3D7_0630500
Pf3D7_06_v3,1279819,1283647,+,PF3D7_0630600
Pf3D7_06_v3,1284647,1287132,+,PF3D7_0630700
Pf3D7_06_v3,1288132,1290906,+,PF3D7_0630800
Pf3D7_06_v3,1293373,1290834,-,PF3D7_0630900
Pf3D7_06_v3,1295473,1296632,+,PF3D7_0631000
Pf3D7_06_v3,1297884,1299574,+,PF3D7_0631100
Pf3D7_06_v3,1315372,1313607,-,PF3D7_0631200
Pf3D7_06_v3,1316872,1318122,+,PF3D7_0631300
Pf3D7_06_v3,1319319,1317926,-,PF3D7_0631400
Pf3D7_06_v3,1322193,1321219,-,PF3D7_0631500
Pf3D7_06_v3,1322795,1324736,+,PF3D7_0631600
Pf3D7_06_v3,1326536,1328319,+,PF3D7_0631700
Pf3D7_06_v3,1329770,1331364,+,PF3D7_0631800
Pf3D7_06_v3,1332864,1334236,+,PF3D7_0631900
Pf3D7_06_v3,1335936,1337674,+,PF3D7_0632000
Pf3D7_06_v3,1339606,1338017,-,PF3D7_0632100
Pf3D7_06_v3,1342840,1341006,-,PF3D7_0632200
Pf3D7_06_v3,1346996,1348872,+,PF3D7_0632300
Pf3D7_06_v3,1350723,1352288,+,PF3D7_0632400
Pf3D7_06_v3,1366511,1353745,-,PF3D7_0632500
Pf3D7_06_v3,1367531,1369308,+,PF3D7_0632600
Pf3D7_06_v3,1371500,1373062,+,PF3D7_0632700
Pf3D7_07_v3,30084,31370,+,PF3D7_0700200
Pf3D7_07_v3,34805,33184,-,PF3D7_0700300
Pf3D7_07_v3,38087,36621,-,PF3D7_0700400
Pf3D7_07_v3,41491,39987,-,PF3D7_0700500
Pf3D7_07_v3,44258,43191,-,PF3D7_0700600
Pf3D7_07_v3,45541,46908,+,PF3D7_0700700
Pf3D7_07_v3,48108,49307,+,PF3D7_0700800
Pf3D7_07_v3,50985,49478,-,PF3D7_0700900
Pf3D7_07_v3,51733,54037,+,PF3D7_0701000
Pf3D7_07_v3,56782,55161,-,PF3D7_0701100
Pf3D7_07_v3,60619,58976,-,PF3D7_0701200
Pf3D7_07_v3,63617,61819,-,PF3D7_0701300
Pf3D7_07_v3,66965,65517,-,PF3D7_0701400
Pf3D7_07_v3,68065,68841,+,PF3D7_0701500
Pf3D7_07_v3,70841,72061,+,PF3D7_0701600
Pf3D7_07_v3,73417,72076,-,PF3D7_0701700
Pf3D7_07_v3,77189,75817,-,PF3D7_0701800
Pf3D7_07_v3,82944,79489,-,PF3D7_0701900
Pf3D7_07_v3,84744,86075,+,PF3D7_0702000
Pf3D7_07_v3,88275,91287,+,PF3D7_0702100
Pf3D7_07_v3,93260,91566,-,PF3D7_0702200
Pf3D7_07_v3,96642,99131,+,PF3D7_0702300
Pf3D7_07_v3,101231,102486,+,PF3D7_0702400
Pf3D7_07_v3,106314,104556,-,PF3D7_0702500
Pf3D7_07_v3,109690,110479,+,PF3D7_0702600
Pf3D7_07_v3,111372,111546,-,PF3D7_0702700
Pf3D7_07_v3,112048,112046,+,PF3D7_0702800
Pf3D7_07_v3,114338,112843,-,PF3D7_0702900
Pf3D7_07_v3,115238,120771,+,PF3D7_0703000
Pf3D7_07_v3,121171,122357,+,PF3D7_0703100
Pf3D7_07_v3,127439,122212,-,PF3D7_0703200
Pf3D7_07_v3,128136,129281,+,PF3D7_0703300
Pf3D7_07_v3,132005,129169,-,PF3D7_0703400
Pf3D7_07_v3,135605,142906,+,PF3D7_0703500
Pf3D7_07_v3,143906,146354,+,PF3D7_0703600
Pf3D7_07_v3,147803,146244,-,PF3D7_0703700
Pf3D7_07_v3,149595,152981,+,PF3D7_0703800
Pf3D7_07_v3,166688,153119,-,PF3D7_0703900
Pf3D7_07_v3,177535,167488,-,PF3D7_0704000
Pf3D7_07_v3,180035,191116,+,PF3D7_0704100
Pf3D7_07_v3,195290,191108,-,PF3D7_0704200
Pf3D7_07_v3,197690,203650,+,PF3D7_0704300
Pf3D7_07_v3,204350,208151,+,PF3D7_0704400
Pf3D7_07_v3,213823,208589,-,PF3D7_0704500
Pf3D7_07_v3,229500,216023,-,PF3D7_0704600
Pf3D7_07_v3,233073,237715,+,PF3D7_0704700
Pf3D7_07_v3,242297,237958,-,PF3D7_0704800
Pf3D7_07_v3,245358,243497,-,PF3D7_0704900
Pf3D7_07_v3,250581,246058,-,PF3D7_0705000
Pf3D7_07_v3,252153,255652,+,PF3D7_0705100
Pf3D7_07_v3,255952,261085,+,PF3D7_0705200
Pf3D7_07_v3,261485,264655,+,PF3D7_0705300
Pf3D7_07_v3,267621,264672,-,PF3D7_0705400
Pf3D7_07_v3,279034,269621,-,PF3D7_0705500
Pf3D7_07_v3,284771,280634,-,PF3D7_0705600
Pf3D7_07_v3,286396,285071,-,PF3D7_0705700
Pf3D7_07_v3,289199,287396,-,PF3D7_0705800
Pf3D7_07_v3,291499,289699,-,PF3D7_0705900
Pf3D7_07_v3,293121,297390,+,PF3D7_0706000
Pf3D7_07_v3,303414,297405,-,PF3D7_0706100
Pf3D7_07_v3,303960,305156,+,PF3D7_0706200
Pf3D7_07_v3,305356,306433,+,PF3D7_0706300
Pf3D7_07_v3,307401,306454,-,PF3D7_0706400
Pf3D7_07_v3,315447,309801,-,PF3D7_0706500
Pf3D7_07_v3,319823,322682,+,PF3D7_0706600
Pf3D7_07_v3,322882,325829,+,PF3D7_0706700
Pf3D7_07_v3,326245,326029,+,PF3D7_0706800
Pf3D7_07_v3,326625,326798,-,PF3D7_0706900
Pf3D7_07_v3,327798,328038,+,PF3D7_0707000
Pf3D7_07_v3,329135,328611,-,PF3D7_0707100
Pf3D7_07_v3,336784,329535,-,PF3D7_0707200
Pf3D7_07_v3,338884,342484,+,PF3D7_0707300
Pf3D7_07_v3,343584,346304,+,PF3D7_0707400
Pf3D7_07_v3,348276,353383,+,PF3D7_0707500
Pf3D7_07_v3,353783,355021,+,PF3D7_0707600
Pf3D7_07_v3,357221,360886,+,PF3D7_0707700
Pf3D7_07_v3,361886,365980,+,PF3D7_0707800
Pf3D7_07_v3,366580,368009,+,PF3D7_0707900
Pf3D7_07_v3,368309,371873,+,PF3D7_0708000
Pf3D7_07_v3,373542,372496,-,PF3D7_0708100
Pf3D7_07_v3,377430,373842,-,PF3D7_0708200
Pf3D7_07_v3,377994,379306,+,PF3D7_0708300
Pf3D7_07_v3,381206,384815,+,PF3D7_0708400
Pf3D7_07_v3,388672,385182,-,PF3D7_0708500
Pf3D7_07_v3,390601,389072,-,PF3D7_0708600
Pf3D7_07_v3,392510,391101,-,PF3D7_0708700
Pf3D7_07_v3,395389,398733,+,PF3D7_0708800
Pf3D7_07_v3,400421,398889,-,PF3D7_0708900
Pf3D7_07_v3,403144,406718,+,PF3D7_0709000
Pf3D7_07_v3,407449,406419,-,PF3D7_0709050
Pf3D7_07_v3,407849,412342,+,PF3D7_0709100
Pf3D7_07_v3,413162,412242,-,PF3D7_0709200
Pf3D7_07_v3,422035,413162,-,PF3D7_0709300
Pf3D7_07_v3,427522,422935,-,PF3D7_0709400
Pf3D7_07_v3,428335,429747,+,PF3D7_0709500
Pf3D7_07_v3,434188,429656,-,PF3D7_0709600
Pf3D7_07_v3,436196,434688,-,PF3D7_0709700
Pf3D7_07_v3,437496,438495,+,PF3D7_0709800
Pf3D7_07_v3,445882,438356,-,PF3D7_0709900
Pf3D7_07_v3,458497,447114,-,PF3D7_0710000
Pf3D7_07_v3,459697,461837,+,PF3D7_0710100
Pf3D7_07_v3,462737,472238,+,PF3D7_0710200
Pf3D7_07_v3,474022,472200,-,PF3D7_0710300
Pf3D7_07_v3,474142,476115,+,PF3D7_0710400
Pf3D7_07_v3,477553,476115,-,PF3D7_0710500
Pf3D7_07_v3,479468,478067,-,PF3D7_0710600
Pf3D7_07_v3,482300,480968,-,PF3D7_0710700
Pf3D7_07_v3,484037,482500,-,PF3D7_0710800
Pf3D7_07_v3,484532,486438,+,PF3D7_0710900
Pf3D7_07_v3,491218,486880,-,PF3D7_0711000
Pf3D7_07_v3,493537,492218,-,PF3D7_0711100
Pf3D7_07_v3,494933,498641,+,PF3D7_0711200
Pf3D7_07_v3,498941,500096,+,PF3D7_0711300
Pf3D7_07_v3,502744,500207,-,PF3D7_0711400
Pf3D7_07_v3,504795,507712,+,PF3D7_0711500
Pf3D7_07_v3,508412,509010,+,PF3D7_0711600
Pf3D7_07_v3,519846,511549,-,PF3D7_0711700
Pf3D7_07_v3,522926,523682,+,PF3D7_0711800
Pf3D7_07_v3,526437,525062,-,PF3D7_0711900
Pf3D7_07_v3,535619,527237,-,PF3D7_0712000
Pf3D7_07_v3,538032,539055,+,PF3D7_0712100
Pf3D7_07_v3,541542,539942,-,PF3D7_0712200
Pf3D7_07_v3,550521,542505,-,PF3D7_0712300
Pf3D7_07_v3,559105,551757,-,PF3D7_0712400
Pf3D7_07_v3,564325,562605,-,PF3D7_0712500
Pf3D7_07_v3,574744,566425,-,PF3D7_0712600
Pf3D7_07_v3,577509,578480,+,PF3D7_0712700
Pf3D7_07_v3,589225,580985,-,PF3D7_0712800
Pf3D7_07_v3,597940,589925,-,PF3D7_0712900
Pf3D7_07_v3,602134,603582,+,PF3D7_0713000
Pf3D7_07_v3,605482,606841,+,PF3D7_0713100
Pf3D7_07_v3,608096,606810,-,PF3D7_0713200
Pf3D7_07_v3,609086,610923,+,PF3D7_0713300
Pf3D7_07_v3,612023,614041,+,PF3D7_0713400
Pf3D7_07_v3,614384,617650,+,PF3D7_0713500
Pf3D7_07_v3,617932,621168,+,PF3D7_0713600
Pf3D7_07_v3,623678,621362,-,PF3D7_0713700
Pf3D7_07_v3,625566,624378,-,PF3D7_0713800
Pf3D7_07_v3,638000,626666,-,PF3D7_0713900
Pf3D7_07_v3,643818,642700,-,PF3D7_0714000
Pf3D7_07_v3,648768,646418,-,PF3D7_0714100
Pf3D7_07_v3,650833,655320,+,PF3D7_0714200
Pf3D7_07_v3,656420,662070,+,PF3D7_0714300
Pf3D7_07_v3,663855,661983,-,PF3D7_0714400
Pf3D7_07_v3,664955,666468,+,PF3D7_0714500
Pf3D7_07_v3,667668,670013,+,PF3D7_0714600
Pf3D7_07_v3,670867,670713,+,PF3D7_0714700
Pf3D7_07_v3,671167,671736,+,PF3D7_0714800
Pf3D7_07_v3,672817,672850,-,PF3D7_0714900
Pf3D7_07_v3,673117,674609,+,PF3D7_0715000
Pf3D7_07_v3,675460,674509,-,PF3D7_0715100
Pf3D7_07_v3,682738,675660,-,PF3D7_0715200
Pf3D7_07_v3,687090,684538,-,PF3D7_0715300
Pf3D7_07_v3,689042,687790,-,PF3D7_0715400
Pf3D7_07_v3,690467,689242,-,PF3D7_0715500
Pf3D7_07_v3,690658,693733,+,PF3D7_0715600
Pf3D7_07_v3,694133,695183,+,PF3D7_0715700
Pf3D7_07_v3,697138,695199,-,PF3D7_0715800
Pf3D7_07_v3,699105,701210,+,PF3D7_0715900
Pf3D7_07_v3,703010,706985,+,PF3D7_0716000
Pf3D7_07_v3,711168,707298,-,PF3D7_0716100
Pf3D7_07_v3,712109,715368,+,PF3D7_0716200
Pf3D7_07_v3,716868,719169,+,PF3D7_0716300
